This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.



The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."				
				
Gene	Specificity	Abs Score Sum	Score Sum	Score Ave
Itk	11 out of 11	674.1876316	645.1220888	58.64746262
Clca1	10 out of 11	645.4768564	645.4768564	58.67971422
Creg2	10 out of 11	645.5563947	645.5563947	58.68694497
Iigp1	9 out of 11	645.5828064	645.5828064	58.68934603
Hk3	10 out of 11	645.7068837	645.7068837	58.70062579
Mx2	11 out of 11	646.1107235	646.1107235	58.7373385
Tcstv3	11 out of 11	646.2761554	646.2761554	58.75237776
Lcp2	11 out of 11	647.4794525	647.4794525	58.86176841
A_52_P457376	11 out of 11	647.647953	647.647953	58.87708663
Gpr176	10 out of 11	648.1434224	648.1434224	58.92212931
I830012O16Rik	10 out of 11	649.102201	649.102201	59.009291
Wfdc17	9 out of 11	649.2346097	649.2346097	59.02132816
Cyfip2	11 out of 11	649.970485	649.970485	59.08822591
Gimap7	9 out of 11	650.9977806	650.9977806	59.18161642
Rac2	11 out of 11	651.1840936	651.1840936	59.19855396
Ifi27l2a	11 out of 11	651.252872	651.252872	59.20480654
Dbf4	11 out of 11	652.9036119	652.9036119	59.35487381
Hist1h2aa	11 out of 11	653.9641692	653.9641692	59.45128811
Gzmd	11 out of 11	654.0322829	654.0322829	59.45748026
Nrcam	10 out of 11	654.3991522	654.3991522	59.49083202
Cenpn	11 out of 11	657.0711796	657.0711796	59.7337436
Mms22l	11 out of 11	657.1714161	657.1714161	59.74285601
Tnfrsf18	11 out of 11	658.8373349	658.8373349	59.89430317
Crmp1	11 out of 11	660.5264533	660.5264533	60.04785939
Ccdc99	10 out of 11	661.2499723	661.2499723	60.11363385
Cdc25c	10 out of 11	662.1187763	662.1187763	60.19261603
BC055324	11 out of 11	662.6318123	662.6318123	60.23925567
Agap2	11 out of 11	663.6811281	663.6811281	60.334648
Slc7a8	10 out of 11	663.9557401	663.9557401	60.35961274
Bcl11b	10 out of 11	665.8876309	665.8876309	60.53523917
Pask	11 out of 11	667.4151955	667.4151955	60.67410868
Sit1	11 out of 11	668.1865087	668.1865087	60.74422806
Retnla	9 out of 11	669.0136463	669.0136463	60.81942239
Cdc6	11 out of 11	669.0733144	669.0733144	60.82484676
Hist2h2ac	11 out of 11	671.0856413	671.0856413	61.00778558
Nlrc3	11 out of 11	672.1725595	672.1725595	61.10659631
Tcf19	11 out of 11	673.8115422	673.8115422	61.25559475
Lrrc25	10 out of 11	673.9109139	673.9109139	61.26462853
Mm.85388	10 out of 11	675.3931947	675.3931947	61.39938134
Slfn8	11 out of 11	676.612429	676.612429	61.51022082
Ccl3	9 out of 11	676.8573671	676.8573671	61.53248791
Arhgap11a	11 out of 11	677.1547442	677.1547442	61.5595222
Ttk	10 out of 11	677.5123946	677.5123946	61.59203588
AW112010	11 out of 11	679.4834594	679.4834594	61.77122358
Zwilch	11 out of 11	679.68682	679.68682	61.78971091
Lmnb1	10 out of 11	680.9732368	680.9732368	61.90665789
Fyb	11 out of 11	682.6755977	682.6755977	62.06141797
Clec5a	10 out of 11	682.7050124	682.7050124	62.06409203
Cd247	11 out of 11	683.5207518	683.5207518	62.13825016
Lilrb4	10 out of 11	683.9054859	683.9054859	62.17322599
Cd226	10 out of 11	685.000769	685.000769	62.27279718
Gins1	11 out of 11	685.1572664	685.1572664	62.28702422
Il6	9 out of 11	685.608899	685.608899	62.32808172
D17H6S56E-5	11 out of 11	686.0817384	686.0817384	62.37106713
Hist1h3a	11 out of 11	687.4226903	687.4226903	62.49297185
Apol9a	11 out of 11	692.0052612	692.0052612	62.9095692
Skap1	11 out of 11	693.0467421	693.0467421	63.00424928
Dhx58	11 out of 11	695.1727176	695.1727176	63.19751979
ENSMUSG00000066002	11 out of 11	697.8352819	697.8352819	63.43957108
Runx3	11 out of 11	697.8597324	697.8597324	63.44179385
Chek1	11 out of 11	700.4751332	700.4751332	63.67955757
Ccl1	9 out of 11	701.2604036	701.2604036	63.75094579
Themis	11 out of 11	702.365658	702.365658	63.85142345
Fbxo5	11 out of 11	703.4907574	703.4907574	63.95370522
S100a4	11 out of 11	704.3211583	704.3211583	64.02919621
Gfi1	10 out of 11	704.4362612	704.4362612	64.03966011
Gm12250	9 out of 11	705.8045337	705.8045337	64.16404851
Slfn1	10 out of 11	707.9033723	707.9033723	64.35485203
Eln	10 out of 11	709.5337146	709.5337146	64.50306497
Gas2l3	11 out of 11	710.4200751	710.4200751	64.58364319
Slamf9	11 out of 11	711.0074727	711.0074727	64.63704297
Ch25h	11 out of 11	711.4918749	711.4918749	64.68107954
Ercc6l	11 out of 11	712.0906446	712.0906446	64.73551315
Slfn4	10 out of 11	713.4519895	713.4519895	64.85927178
Cdc45	11 out of 11	714.0610103	714.0610103	64.9146373
Xcl1	11 out of 11	714.0901407	714.0901407	64.91728552
Psat1	11 out of 11	714.1365404	714.1365404	64.92150367
Pstpip1	11 out of 11	719.2654965	719.2654965	65.38777241
Bcat1	9 out of 11	719.4840372	719.4840372	65.40763974
Chtf18	11 out of 11	722.6177876	722.6177876	65.69252615
Incenp	11 out of 11	723.3544412	723.3544412	65.75949465
Kcnn4	11 out of 11	724.7063558	724.7063558	65.88239598
Ido1	9 out of 11	724.8420631	724.8420631	65.89473301
Hells	11 out of 11	725.27207	725.27207	65.93382455
Gen1	11 out of 11	725.2847266	725.2847266	65.93497514
Zap70	11 out of 11	725.8643226	725.8643226	65.98766569
Stat1	11 out of 11	726.7954974	726.7954974	66.07231795
Tyms-ps	11 out of 11	729.2635326	729.2635326	66.29668478
Sla2	11 out of 11	730.2859416	730.2859416	66.38963106
4632434I11Rik	11 out of 11	730.3269393	730.3269393	66.39335812
Saa-ps	8 out of 11	732.8449389	732.8449389	66.62226717
Eme1	11 out of 11	732.8469076	732.8469076	66.62244614
Ifi44	11 out of 11	734.4482009	734.4482009	66.76801827
Ccl5	10 out of 11	734.6325215	734.6325215	66.78477468
Gpr84	9 out of 11	735.730099	735.730099	66.88455446
D14Ertd668e	11 out of 11	735.9241527	735.9241527	66.9021957
Espl1	11 out of 11	736.1234373	736.1234373	66.92031248
Slc37a2	10 out of 11	736.2982984	736.2982984	66.93620895
Bub1b	11 out of 11	739.383995	739.383995	67.21672682
Cd28	11 out of 11	740.1717501	740.1717501	67.28834092
Ms4a14	10 out of 11	740.4974467	740.4974467	67.3179497
Hmgb2	11 out of 11	742.679475	742.679475	67.51631591
Ifit2	10 out of 11	743.2596955	743.2596955	67.56906322
Timeless	11 out of 11	745.6410513	745.6410513	67.78555012
Slfn10-ps	11 out of 11	747.309475	747.309475	67.937225
Slfn9	11 out of 11	748.6067981	748.6067981	68.05516347
Rgs16	11 out of 11	749.2091629	749.2091629	68.1099239
Chaf1b	11 out of 11	749.3332086	749.3332086	68.12120078
Rad54b	11 out of 11	750.3586684	750.3586684	68.2144244
Iqgap3	9 out of 11	750.5641671	750.5641671	68.2331061
Trav16d-dv11	11 out of 11	752.774519	752.774519	68.43404718
Gpr171	11 out of 11	753.6643403	753.6643403	68.51494003
Tyms	11 out of 11	753.7558035	753.7558035	68.52325486
Klrc3	11 out of 11	757.0147389	757.0147389	68.81952172
Ankle1	11 out of 11	757.2680117	757.2680117	68.84254652
Apol9b	11 out of 11	757.4825456	757.4825456	68.8620496
Il18bp	9 out of 11	758.0919924	758.0919924	68.91745385
Insl6	11 out of 11	758.099574	758.099574	68.91814309
Aoah	11 out of 11	758.5195549	758.5195549	68.95632318
Slamf7	11 out of 11	759.459313	759.459313	69.04175572
C330027C09Rik	11 out of 11	759.6861785	759.6861785	69.06237986
C1qc	10 out of 11	760.0097238	760.0097238	69.09179307
Timp1	9 out of 11	760.597802	760.597802	69.14525472
Ms4a4c	11 out of 11	760.8222754	760.8222754	69.1656614
Lpxn	11 out of 11	762.2373261	762.2373261	69.29430237
Camk4	11 out of 11	762.4924017	762.4924017	69.31749107
Crtam	11 out of 11	762.9811742	762.9811742	69.36192493
Klrk1	11 out of 11	764.3381656	764.3381656	69.48528778
Mad2l1	11 out of 11	764.7233801	764.7233801	69.52030729
Ube2t	11 out of 11	764.9407903	764.9407903	69.54007184
Gsg2	11 out of 11	765.3206826	765.3206826	69.57460751
Apitd1	11 out of 11	765.8433277	765.8433277	69.6221207
Gins2	11 out of 11	765.9089326	765.9089326	69.62808479
Trem2	10 out of 11	766.9738654	766.9738654	69.72489685
Smc2	11 out of 11	767.7476566	767.7476566	69.79524151
Ms4a6c	10 out of 11	768.1573877	768.1573877	69.83248979
Cks1b	11 out of 11	772.2961072	772.2961072	70.20873702
Mthfd2	11 out of 11	772.8904929	772.8904929	70.26277209
Ncapd2	11 out of 11	773.0321702	773.0321702	70.27565184
Gm4955	11 out of 11	773.1374297	773.1374297	70.28522088
Ifi204	11 out of 11	773.3914928	773.3914928	70.30831752
Ptpn22	11 out of 11	775.245309	775.245309	70.47684627
Lair1	11 out of 11	775.9435002	775.9435002	70.5403182
2700099C18Rik	11 out of 11	776.2678393	776.2678393	70.56980357
Oip5	11 out of 11	777.5964505	777.5964505	70.69058641
Pglyrp2	11 out of 11	777.6304061	777.6304061	70.69367328
2610318N02Rik	11 out of 11	778.1485394	778.1485394	70.74077631
AJ249821	11 out of 11	779.6144934	779.6144934	70.87404485
C1qa	10 out of 11	781.0973653	781.0973653	71.0088514
Ndc80	11 out of 11	782.1634914	782.1634914	71.10577194
2810417H13Rik	11 out of 11	782.4091879	782.4091879	71.12810799
Oas2	11 out of 11	782.4963968	782.4963968	71.13603607
Cenpi	11 out of 11	782.5501594	782.5501594	71.14092358
Pycard	11 out of 11	782.8010976	782.8010976	71.16373615
Tbx21	10 out of 11	783.2361862	783.2361862	71.20328965
2010317E24Rik	11 out of 11	783.4774075	783.4774075	71.22521887
Fasl	11 out of 11	784.1328399	784.1328399	71.28480363
Apod	11 out of 11	784.5752978	784.5752978	71.32502707
Troap	11 out of 11	785.2902135	785.2902135	71.39001941
Cxcl13	10 out of 11	791.4317633	791.4317633	71.94834212
Ccnf	11 out of 11	791.4809877	791.4809877	71.95281706
Dnase1l3	11 out of 11	791.6903262	791.6903262	71.97184784
Fcgr4	10 out of 11	793.281024	793.281024	72.11645673
Traip	11 out of 11	795.5004025	795.5004025	72.31821841
E2f7	11 out of 11	796.130926	796.130926	72.37553872
Gpr65	11 out of 11	796.6189659	796.6189659	72.41990599
Kif20b	11 out of 11	797.2420833	797.2420833	72.47655303
Lag3	11 out of 11	799.5625176	799.5625176	72.6875016
Acsbg1	11 out of 11	801.4927135	801.4927135	72.86297395
Nsl1	11 out of 11	802.5451297	802.5451297	72.95864815
Ubash3a	11 out of 11	802.7350634	802.7350634	72.97591485
Dusp2	11 out of 11	802.8285376	802.8285376	72.98441251
AI607873	11 out of 11	803.4039465	803.4039465	73.03672241
Tnf	11 out of 11	805.8477155	805.8477155	73.25888323
A_52_P25932	11 out of 11	806.7937782	806.7937782	73.34488892
C1qb	10 out of 11	808.3975992	808.3975992	73.49069084
Brip1	11 out of 11	809.4591399	809.4591399	73.58719453
Bub1	11 out of 11	811.4014501	811.4014501	73.76376819
Tnc	10 out of 11	811.5997217	811.5997217	73.78179288
Kif15	11 out of 11	813.1809776	813.1809776	73.92554342
Ncapg2	11 out of 11	813.8517412	813.8517412	73.98652193
Kif23	11 out of 11	814.223307	814.223307	74.02030063
Gbp6	10 out of 11	814.3164617	814.3164617	74.02876924
Cst7	11 out of 11	814.834074	814.834074	74.07582491
ENSMUSG00000076490	11 out of 11	815.8461381	815.8461381	74.16783074
Fam83d	11 out of 11	815.893822	815.893822	74.17216563
Clspn	11 out of 11	816.816275	816.816275	74.256025
C3ar1	10 out of 11	818.1184482	818.1184482	74.37440438
Rgs1	10 out of 11	818.7365362	818.7365362	74.4305942
Cks2	11 out of 11	820.4147467	820.4147467	74.58315879
Cenpw	11 out of 11	823.8261511	823.8261511	74.89328646
Cenpa	11 out of 11	824.0412344	824.0412344	74.91283949
Slamf8	11 out of 11	830.9860408	830.9860408	75.54418553
Pole	11 out of 11	831.5588278	831.5588278	75.59625708
Cfb	10 out of 11	831.6597929	831.6597929	75.60543572
Hist1h1a	11 out of 11	832.1192922	832.1192922	75.64720838
Kifc5b	11 out of 11	833.1467174	833.1467174	75.74061067
Mis18bp1	11 out of 11	833.8441397	833.8441397	75.8040127
Kif4	11 out of 11	834.150661	834.150661	75.83187828
Dscc1	11 out of 11	834.9565522	834.9565522	75.90514111
Kntc1	11 out of 11	835.1487183	835.1487183	75.92261075
Brca1	11 out of 11	835.3512101	835.3512101	75.9410191
Cd5	11 out of 11	836.2074174	836.2074174	76.01885613
Mcm5	11 out of 11	836.8589188	836.8589188	76.07808353
Gatm	10 out of 11	837.106761	837.106761	76.10061463
Gdf3	10 out of 11	837.8451445	837.8451445	76.16774041
Psrc1	11 out of 11	839.1596418	839.1596418	76.28724016
Ms4a6b	11 out of 11	841.7409708	841.7409708	76.52190643
E2f8	11 out of 11	842.6522128	842.6522128	76.60474662
Ocstamp	10 out of 11	843.1740286	843.1740286	76.65218442
Dlgap5	11 out of 11	844.5396324	844.5396324	76.77633022
Igkv14-111	9 out of 11	844.8600126	844.8600126	76.80545569
Thy1	11 out of 11	851.3442215	851.3442215	77.39492923
Epsti1	11 out of 11	851.5701975	851.5701975	77.4154725
Kif14	11 out of 11	852.7397048	852.7397048	77.52179135
Mastl	11 out of 11	854.1822354	854.1822354	77.65293049
Ifi205	11 out of 11	855.0971273	855.0971273	77.73610248
Ska3	11 out of 11	855.1256736	855.1256736	77.7386976
Foxm1	11 out of 11	856.0816136	856.0816136	77.82560124
Kif2c	11 out of 11	857.3523432	857.3523432	77.94112211
Klrc1	11 out of 11	857.5084615	857.5084615	77.95531469
Kifc1	11 out of 11	859.4923695	859.4923695	78.13566996
Dtl	11 out of 11	859.6824651	859.6824651	78.15295137
Stil	11 out of 11	863.6621514	863.6621514	78.51474103
Cenpp	11 out of 11	864.3466657	864.3466657	78.57696961
Fanci	11 out of 11	867.1040106	867.1040106	78.82763733
Spc24	11 out of 11	867.5199719	867.5199719	78.86545199
Lck	11 out of 11	867.7289815	867.7289815	78.88445286
1190002F15Rik	11 out of 11	868.4161034	868.4161034	78.94691849
Pla1a	10 out of 11	868.8347822	868.8347822	78.9849802
Aspm	11 out of 11	871.9653952	871.9653952	79.26958139
Chit1	11 out of 11	872.5577783	872.5577783	79.32343439
Mcm10	11 out of 11	873.326375	873.326375	79.39330682
Cenpm	11 out of 11	874.3738693	874.3738693	79.48853358
Ifit1	11 out of 11	878.5342173	878.5342173	79.86674703
Rad51ap1	11 out of 11	878.8151012	878.8151012	79.89228193
Cd3g	11 out of 11	879.1994733	879.1994733	79.92722485
Cd6	11 out of 11	879.7877392	879.7877392	79.98070357
Ect2	11 out of 11	883.4073049	883.4073049	80.30975499
Il2rb	11 out of 11	884.0447414	884.0447414	80.36770376
Tacc3	11 out of 11	887.0103452	887.0103452	80.63730411
Trip13	11 out of 11	887.069213	887.069213	80.64265573
Cenpk	11 out of 11	888.4581425	888.4581425	80.76892205
Lrr1	11 out of 11	889.4747257	889.4747257	80.8613387
Ms4a6d	11 out of 11	889.6055438	889.6055438	80.87323125
Depdc1b	11 out of 11	890.3331413	890.3331413	80.93937648
A430093F15Rik	11 out of 11	891.260852	891.260852	81.02371382
Ckap2l	11 out of 11	891.3219688	891.3219688	81.02926989
4930547N16Rik	11 out of 11	891.4606278	891.4606278	81.04187525
Exo1	11 out of 11	893.9269111	893.9269111	81.26608283
Oasl1	11 out of 11	894.3638482	894.3638482	81.30580438
Ube2c	10 out of 11	896.8596739	896.8596739	81.53269763
Saa3	9 out of 11	897.0047711	897.0047711	81.54588828
Serpina3f	10 out of 11	897.2443837	897.2443837	81.56767124
Oas1f	11 out of 11	897.568232	897.568232	81.597112
D2Ertd750e	11 out of 11	899.965934	899.965934	81.81508491
Serpina3g	11 out of 11	900.9291396	900.9291396	81.90264905
Esco2	11 out of 11	901.0224152	901.0224152	81.91112865
Cd3d	11 out of 11	901.0516103	901.0516103	81.91378276
Depdc1a	11 out of 11	901.385727	901.385727	81.944157
Sgol2	11 out of 11	903.278	903.278	82.11618182
Kif18b	11 out of 11	905.640072	905.640072	82.33091563
Ccne1	11 out of 11	907.2548003	907.2548003	82.47770912
Rsad2	11 out of 11	907.6994974	907.6994974	82.51813613
Oas1a	11 out of 11	908.5920134	908.5920134	82.59927394
Cxcr6	11 out of 11	909.7894409	909.7894409	82.70813099
Cd72	11 out of 11	909.9800045	909.9800045	82.72545495
Racgap1	11 out of 11	911.7471122	911.7471122	82.88610111
Melk	11 out of 11	911.8206023	911.8206023	82.89278202
Cdca2	11 out of 11	911.8966773	911.8966773	82.89969794
Fignl1	11 out of 11	912.0938343	912.0938343	82.9176213
Lat	11 out of 11	912.1750399	912.1750399	82.92500363
Msr1	10 out of 11	913.3736451	913.3736451	83.03396774
Kif11	11 out of 11	913.7150659	913.7150659	83.06500599
Gtse1	11 out of 11	915.0307346	915.0307346	83.18461223
Saa1	10 out of 11	916.8950432	916.8950432	83.35409484
Ctsw	11 out of 11	917.3403697	917.3403697	83.39457906
Hist1h2ao	11 out of 11	918.1211882	918.1211882	83.46556256
Ccl8	10 out of 11	920.4352584	920.4352584	83.67593258
Fam54a	11 out of 11	925.3815322	925.3815322	84.12559384
Tcra	11 out of 11	927.2564814	927.2564814	84.29604376
Mxd3	11 out of 11	927.5255431	927.5255431	84.32050392
U07662	11 out of 11	930.593859	930.593859	84.59944173
Aif1	11 out of 11	934.3773126	934.3773126	84.94339205
Hist1h1d	11 out of 11	935.0602682	935.0602682	85.00547893
Asf1b	11 out of 11	935.4413522	935.4413522	85.04012293
Tk1	11 out of 11	936.224565	936.224565	85.11132409
Cdc20	11 out of 11	937.003365	937.003365	85.18212409
Neil3	11 out of 11	937.921534	937.921534	85.265594
Ckap2	11 out of 11	939.2015306	939.2015306	85.38195732
Ms4a4b	11 out of 11	939.4626316	939.4626316	85.40569378
Hist1h2ak	11 out of 11	941.8848821	941.8848821	85.62589838
Isg15	11 out of 11	944.6672042	944.6672042	85.87883675
Cenph	11 out of 11	945.0563072	945.0563072	85.91420975
Spc25	11 out of 11	947.3181878	947.3181878	86.11983525
Hist1h2ab	10 out of 11	952.8598391	952.8598391	86.62362174
Rad51	11 out of 11	953.5118846	953.5118846	86.6828986
Nusap1	11 out of 11	953.6926002	953.6926002	86.69932729
Hmmr	11 out of 11	954.0049285	954.0049285	86.72772077
Mx1	11 out of 11	955.1832852	955.1832852	86.83484411
Sh2d1a	11 out of 11	956.6233355	956.6233355	86.96575778
Hist1h2ai	11 out of 11	958.7912731	958.7912731	87.16284301
Fam64a	11 out of 11	960.779451	960.779451	87.34358645
Prc1	11 out of 11	962.2933786	962.2933786	87.48121623
Nkg7	11 out of 11	963.7786987	963.7786987	87.61624534
Ubd	10 out of 11	969.5591984	969.5591984	88.14174531
Fcgr1	11 out of 11	969.738532	969.738532	88.15804837
Fam26f	11 out of 11	970.2386456	970.2386456	88.20351324
Casc5	11 out of 11	971.916671	971.916671	88.356061
Irg1	10 out of 11	975.3120696	975.3120696	88.6647336
Cep55	11 out of 11	975.43411	975.43411	88.67582818
Icos	11 out of 11	975.530047	975.530047	88.68454972
Oas3	11 out of 11	979.6813631	979.6813631	89.0619421
Aurkb	11 out of 11	979.9730557	979.9730557	89.0884596
Sgol1	11 out of 11	982.1137997	982.1137997	89.2830727
Nuf2	11 out of 11	983.9682603	983.9682603	89.45166003
Rrm2	11 out of 11	984.7053921	984.7053921	89.51867201
Pbk	11 out of 11	986.0072686	986.0072686	89.63702442
Cd8b1	11 out of 11	986.1929614	986.1929614	89.65390558
Hist1h2af	11 out of 11	986.9502999	986.9502999	89.72275454
Spag5	11 out of 11	990.8297033	990.8297033	90.07542757
Uhrf1	11 out of 11	991.510678	991.510678	90.13733436
Clhc1	11 out of 11	992.5791375	992.5791375	90.23446705
M31648	11 out of 11	993.4424853	993.4424853	90.31295321
Mki67	11 out of 11	993.8426637	993.8426637	90.34933306
Zbp1	11 out of 11	994.5260549	994.5260549	90.41145954
Cenpf	11 out of 11	995.1013437	995.1013437	90.46375851
Ccl4	11 out of 11	995.3025449	995.3025449	90.48204953
Tcrb-J	11 out of 11	997.0535072	997.0535072	90.64122793
Aurka	11 out of 11	997.3090015	997.3090015	90.66445468
A_52_P318073	11 out of 11	997.6479022	997.6479022	90.69526383
Tpx2	11 out of 11	998.7779636	998.7779636	90.79799669
Ccnb2	11 out of 11	1001.889727	1001.889727	91.08088426
Ccl12	11 out of 11	1005.057296	1005.057296	91.36884511
Cxcl11	11 out of 11	1005.412623	1005.412623	91.40114751
Kif22	11 out of 11	1006.075996	1006.075996	91.46145414
Plk1	11 out of 11	1007.546206	1007.546206	91.59510961
Il12rb1	11 out of 11	1010.474831	1010.474831	91.86134829
Cenpe	11 out of 11	1013.247951	1013.247951	92.11345009
Cdk1	11 out of 11	1016.027593	1016.027593	92.36614485
Cdca5	11 out of 11	1016.400197	1016.400197	92.40001788
Ms4a7	11 out of 11	1016.748804	1016.748804	92.43170945
Kif20a	11 out of 11	1017.180977	1017.180977	92.47099794
Cd8a	11 out of 11	1017.542832	1017.542832	92.50389384
Ccna2	11 out of 11	1021.670341	1021.670341	92.87912193
Cdca8	11 out of 11	1024.073815	1024.073815	93.09761953
Ccnb1	11 out of 11	1028.130489	1028.130489	93.46640808
A_52_P36591	11 out of 11	1030.380855	1030.380855	93.67098686
Ccr5	11 out of 11	1031.353626	1031.353626	93.75942055
Irf7	11 out of 11	1032.374395	1032.374395	93.85221772
Cdca3	11 out of 11	1032.440314	1032.440314	93.85821032
Top2a	11 out of 11	1035.249591	1035.249591	94.11359922
Ska1	11 out of 11	1039.782855	1039.782855	94.5257141
Cdkn3	11 out of 11	1042.641574	1042.641574	94.78559761
Shcbp1	11 out of 11	1043.746461	1043.746461	94.88604191
Birc5	11 out of 11	1044.37932	1044.37932	94.94357458
Cxcr3	11 out of 11	1054.024245	1054.024245	95.82038591
Ifng	11 out of 11	1055.947408	1055.947408	95.99521891
Ncapg	11 out of 11	1058.477155	1058.477155	96.22519588
Ccl2	11 out of 11	1065.466745	1065.466745	96.86061319
Hist1h1b	11 out of 11	1067.966892	1067.966892	97.08789924
Ccl7	11 out of 11	1079.059089	1079.059089	98.09628079
